identifier,stable_id,content_kind,main_menu_policy,periodic_atomic_numbers,standalone_menu
OMNI_PT_EPXY,618,organic_material,organic_menu,,SC_OMNI_ORGANIC
OMNI_PT_PTFE,619,organic_material,organic_menu,,SC_OMNI_ORGANIC
OMNI_PT_BITM,620,organic_material,organic_menu,,SC_OMNI_ORGANIC
OMNI_PT_EACT,621,organic_material,organic_menu,,SC_OMNI_ORGANIC
OMNI_PT_GAAS,622,alloy_engineering,alloy_menu,,SC_OMNI_ALLOY
OMNI_PT_GANI,623,alloy_engineering,alloy_menu,,SC_OMNI_ALLOY
OMNI_PT_FRIT,624,alloy_engineering,alloy_menu,,SC_OMNI_ALLOY
OMNI_PT_PMAG,625,alloy_engineering,alloy_menu,,SC_OMNI_ALLOY
OMNI_PT_SMAG,626,alloy_engineering,alloy_menu,,SC_OMNI_ALLOY
OMNI_PT_PZCR,627,alloy_engineering,alloy_menu,,SC_OMNI_ALLOY
OMNI_PT_TELC,628,alloy_engineering,alloy_menu,,SC_OMNI_ALLOY
OMNI_PT_SUPC,629,alloy_engineering,alloy_menu,,SC_OMNI_ALLOY
OMNI_PT_GRPH,630,alloy_engineering,alloy_menu,,SC_OMNI_ALLOY
OMNI_PT_CNTB,631,alloy_engineering,alloy_menu,,SC_OMNI_ALLOY
OMNI_PT_AERG,632,custom_special,preserve_existing,,SC_SPECIAL
OMNI_PT_CFRP,633,alloy_engineering,alloy_menu,,SC_OMNI_ALLOY
OMNI_PT_LCOB,634,alloy_engineering,alloy_menu,,SC_OMNI_ALLOY
OMNI_PT_GRAN,635,alloy_engineering,alloy_menu,,SC_OMNI_ALLOY
OMNI_PT_SELE,636,alloy_engineering,alloy_menu,,SC_OMNI_ALLOY
OMNI_PT_ITOX,637,alloy_engineering,alloy_menu,,SC_OMNI_ALLOY
OMNI_PT_PCMT,638,alloy_engineering,alloy_menu,,SC_OMNI_ALLOY
OMNI_PT_ECHR,639,alloy_engineering,alloy_menu,,SC_OMNI_ALLOY
OMNI_PT_PHRS,640,alloy_engineering,alloy_menu,,SC_OMNI_ALLOY
OMNI_PT_DIEL,641,alloy_engineering,alloy_menu,,SC_OMNI_ALLOY
RESERVED_PT_642,642,hidden_internal,hidden,,
RESERVED_PT_643,643,hidden_internal,hidden,,
RESERVED_PT_644,644,hidden_internal,hidden,,
RESERVED_PT_645,645,hidden_internal,hidden,,
RESERVED_PT_646,646,hidden_internal,hidden,,
RESERVED_PT_647,647,hidden_internal,hidden,,
RESERVED_PT_648,648,hidden_internal,hidden,,
RESERVED_PT_649,649,hidden_internal,hidden,,
RESERVED_PT_650,650,hidden_internal,hidden,,
RESERVED_PT_651,651,hidden_internal,hidden,,
RESERVED_PT_652,652,hidden_internal,hidden,,
RESERVED_PT_653,653,hidden_internal,hidden,,
RESERVED_PT_654,654,hidden_internal,hidden,,
RESERVED_PT_655,655,hidden_internal,hidden,,
RESERVED_PT_656,656,hidden_internal,hidden,,
RESERVED_PT_657,657,hidden_internal,hidden,,
RESERVED_PT_658,658,hidden_internal,hidden,,
RESERVED_PT_659,659,hidden_internal,hidden,,
RESERVED_PT_660,660,hidden_internal,hidden,,
RESERVED_PT_661,661,hidden_internal,hidden,,
RESERVED_PT_662,662,hidden_internal,hidden,,
RESERVED_PT_663,663,hidden_internal,hidden,,
RESERVED_PT_664,664,hidden_internal,hidden,,
RESERVED_PT_665,665,hidden_internal,hidden,,
RESERVED_PT_666,666,hidden_internal,hidden,,
RESERVED_PT_667,667,hidden_internal,hidden,,
RESERVED_PT_668,668,hidden_internal,hidden,,
RESERVED_PT_669,669,hidden_internal,hidden,,
OMNI_PT_SOIL,670,ecology_material,preserve_existing,,SC_POWDERS
OMNI_PT_WWTR,671,ecology_material,preserve_existing,,SC_LIQUID
OMNI_PT_PEST,672,ecology_material,preserve_existing,,SC_LIQUID
OMNI_PT_HMET,673,ecology_material,preserve_existing,,SC_POWDERS
OMNI_PT_RCON,674,ecology_material,preserve_existing,,SC_NUCLEAR
OMNI_PT_MPLS,675,ecology_material,preserve_existing,,SC_POWDERS
OMNI_PT_OWST,676,ecology_material,preserve_existing,,SC_POWDERS
OMNI_PT_BLOM,677,ecology_material,preserve_existing,,SC_LIQUID
OMNI_PT_MOLD,678,ecology_material,preserve_existing,,SC_POWDERS
OMNI_PT_BLOD,679,ecology_material,preserve_existing,,SC_LIQUID
OMNI_PT_TOXN,680,ecology_material,preserve_existing,,SC_LIQUID
OMNI_PT_AMAT,681,ecology_material,preserve_existing,,SC_SOLIDS
OMNI_PT_SLUD,682,ecology_material,preserve_existing,,SC_LIQUID
OMNI_PT_SMOG,683,ecology_material,preserve_existing,,SC_GAS
OMNI_PT_ARAN,684,ecology_material,preserve_existing,,SC_LIQUID
OMNI_PT_DETG,685,ecology_material,preserve_existing,,SC_LIQUID
