source_mod,source_commit,source_file,source_identifier,source_id,source_name,source_code,category,state,color,properties_summary,update_function,graphics_function,dependencies,reaction_count,reaction_targets,global_scan,particle_creation,particle_deletion,performance_risk,save_risk,license_status,port_decision
biological_mod,284a1585db023f62a7147892526899133dd6f41c,src/simulation/elements/OIL.cpp,DEFAULT_PT_OIL,,OIL,OIL,SC_LIQUID,liquid,PIXPACK(0x404010),TYPE_LIQUID | PROP_NEUTPASS,,,PT_GAS,1,PT_GAS,false,0,0,low,low,verified,B_rewrite_port
biological_mod,284a1585db023f62a7147892526899133dd6f41c,src/simulation/elements/PBCN.cpp,DEFAULT_PT_PBCN,,PBCN,PBCN,SC_POWERED,solid,PIXPACK(0x3B1D0A),TYPE_SOLID | PROP_NOCTYPEDRAW,update,graphics,PT_BCLN;PT_CLNE;PT_LAVA;PT_LIFE;PT_LIGH;PT_NSCN;PT_NUM;PT_PCLN;PT_PHOT;PT_PSCN;PT_SPRK;PT_STKM;PT_STKM2,17,PT_BCLN;PT_CLNE;PT_LAVA;PT_LIFE;PT_LIGH;PT_NSCN;PT_NUM;PT_PCLN;PT_PHOT;PT_PSCN;PT_SPRK;PT_STKM;PT_STKM2,false,3,1,medium,review,verified,B_rewrite_port
biological_mod,284a1585db023f62a7147892526899133dd6f41c,src/simulation/elements/PCLN.cpp,DEFAULT_PT_PCLN,,PCLN,PCLN,SC_POWERED,solid,PIXPACK(0x3B3B0A),TYPE_SOLID | PROP_NOCTYPEDRAW,update,graphics,PT_BCLN;PT_CLNE;PT_LAVA;PT_LIFE;PT_LIGH;PT_NSCN;PT_NUM;PT_PBCN;PT_PHOT;PT_PSCN;PT_SPRK;PT_STKM;PT_STKM2,16,PT_BCLN;PT_CLNE;PT_LAVA;PT_LIFE;PT_LIGH;PT_NSCN;PT_NUM;PT_PBCN;PT_PHOT;PT_PSCN;PT_SPRK;PT_STKM;PT_STKM2,false,3,0,medium,review,verified,B_rewrite_port
biological_mod,284a1585db023f62a7147892526899133dd6f41c,src/simulation/elements/PHOT.cpp,DEFAULT_PT_PHOT,,PHOT,PHOT,SC_NUCLEAR,energy,PIXPACK(0xFFFFFF),TYPE_ENERGY|PROP_LIFE_DEC|PROP_LIFE_KILL_DEC,update,graphics,PT_BGLA;PT_FILT;PT_ISOZ;PT_ISZS;PT_PQRT;PT_QRTZ,8,PT_BGLA;PT_FILT;PT_ISOZ;PT_ISZS;PT_PQRT;PT_QRTZ,false,1,1,medium,review,verified,B_rewrite_port
biological_mod,284a1585db023f62a7147892526899133dd6f41c,src/simulation/elements/PIPE.cpp,DEFAULT_PT_PIPE,,PIPE,PIPE,SC_FORCE,solid,PIXPACK(0x444444),TYPE_SOLID|PROP_LIFE_DEC,Element_PIPE_update,Element_PIPE_graphics,PT_BRCK;PT_BRMT;PT_FIGH;PT_NUM;PT_PHOT;PT_PPIP;PT_PRTI;PT_SOAP;PT_STKM;PT_STKM2;PT_STOR,17,PT_BRCK;PT_BRMT;PT_FIGH;PT_NUM;PT_PHOT;PT_PPIP;PT_PRTI;PT_SOAP;PT_STKM;PT_STKM2;PT_STOR,false,3,1,medium,review,verified,B_rewrite_port
biological_mod,284a1585db023f62a7147892526899133dd6f41c,src/simulation/elements/PLEX.cpp,DEFAULT_PT_PLEX,,C-4,PLEX,SC_EXPLOSIVE,solid,PIXPACK(0xD080E0),TYPE_SOLID | PROP_NEUTPENETRATE,,,PT_FIRE,1,PT_FIRE,false,0,0,low,low,verified,B_rewrite_port
biological_mod,284a1585db023f62a7147892526899133dd6f41c,src/simulation/elements/PLNT.cpp,DEFAULT_PT_PLNT,,PLNT,PLNT,SC_SOLIDS,solid,PIXPACK(0x0CAC00),TYPE_SOLID|PROP_NEUTPENETRATE|PROP_LIFE_DEC,update,graphics,PT_CO2;PT_FIRE;PT_LAVA;PT_O2;PT_SMKE;PT_VINE;PT_WATR;PT_WOOD,13,PT_CO2;PT_FIRE;PT_LAVA;PT_O2;PT_SMKE;PT_VINE;PT_WATR;PT_WOOD,false,3,1,medium,review,verified,B_rewrite_port
biological_mod,284a1585db023f62a7147892526899133dd6f41c,src/simulation/elements/PLSM.cpp,DEFAULT_PT_PLSM,,PLSM,PLSM,SC_GAS,gas,PIXPACK(0xBB99FF),TYPE_GAS|PROP_LIFE_DEC|PROP_LIFE_KILL,Element_FIRE_update,graphics,,0,,false,0,0,low,low,verified,B_rewrite_port
biological_mod,284a1585db023f62a7147892526899133dd6f41c,src/simulation/elements/PLUT.cpp,DEFAULT_PT_PLUT,,PLUT,PLUT,SC_NUCLEAR,powder,PIXPACK(0x407020),TYPE_PART|PROP_NEUTPASS|PROP_RADIOACTIVE,update,,PT_NEUT,2,PT_NEUT,false,1,0,medium,low,verified,B_rewrite_port
biological_mod,284a1585db023f62a7147892526899133dd6f41c,src/simulation/elements/POLO.cpp,DEFAULT_PT_POLO,,POLO,POLO,SC_NUCLEAR,powder,PIXPACK(0x506030),TYPE_PART|PROP_NEUTPASS|PROP_RADIOACTIVE|PROP_LIFE_DEC|PROP_DEADLY,update,graphics,PT_LAVA;PT_NEUT;PT_PLUT;PT_PROT,8,PT_LAVA;PT_NEUT;PT_PLUT;PT_PROT,false,2,1,medium,review,verified,B_rewrite_port
biological_mod,284a1585db023f62a7147892526899133dd6f41c,src/simulation/elements/PPIP.cpp,DEFAULT_PT_PPIP,,PPIP,PPIP,SC_POWERED,solid,PIXPACK(0x444466),TYPE_SOLID|PROP_LIFE_DEC,Element_PIPE_update,Element_PIPE_graphics,PT_INST;PT_NSCN;PT_PSCN,3,PT_INST;PT_NSCN;PT_PSCN,false,0,0,medium,review,verified,B_rewrite_port
biological_mod,284a1585db023f62a7147892526899133dd6f41c,src/simulation/elements/PQRT.cpp,DEFAULT_PT_PQRT,,PQRT,PQRT,SC_POWDERS,powder,PIXPACK(0x88BBBB),TYPE_PART| PROP_HOT_GLOW,Element_QRTZ_update,Element_QRTZ_graphics,PT_LAVA,1,PT_LAVA,false,0,0,low,review,verified,B_rewrite_port
biological_mod,284a1585db023f62a7147892526899133dd6f41c,src/simulation/elements/PROT.cpp,DEFAULT_PT_PROT,,PROT,PROT,SC_NUCLEAR,energy,PIXPACK(0x990000),TYPE_ENERGY,update,graphics,PT_BANG;PT_CO2;PT_DEUT;PT_EXOT;PT_FIRE;PT_LCRY;PT_NBLE;PT_NONE;PT_O2;PT_PHOT;PT_PLSM;PT_PLUT;PT_POLO;PT_SING;PT_SPRK;PT_URAN;PT_WIFI,26,PT_BANG;PT_CO2;PT_DEUT;PT_EXOT;PT_FIRE;PT_LCRY;PT_NBLE;PT_NONE;PT_O2;PT_PHOT;PT_PLSM;PT_PLUT;PT_POLO;PT_SING;PT_SPRK;PT_URAN;PT_WIFI,false,3,4,medium,review,verified,B_rewrite_port
biological_mod,284a1585db023f62a7147892526899133dd6f41c,src/simulation/elements/PRTI.cpp,DEFAULT_PT_PRTI,,PRTI,PRTI,SC_SPECIAL,solid,PIXPACK(0xEB5917),TYPE_SOLID,update,graphics,PT_FIGH;PT_SOAP;PT_SPRK;PT_STKM;PT_STKM2;PT_STOR,8,PT_FIGH;PT_SOAP;PT_SPRK;PT_STKM;PT_STKM2;PT_STOR,false,0,1,medium,review,verified,B_rewrite_port
biological_mod,284a1585db023f62a7147892526899133dd6f41c,src/simulation/elements/PRTO.cpp,DEFAULT_PT_PRTO,,PRTO,PRTO,SC_SPECIAL,solid,PIXPACK(0x0020EB),TYPE_SOLID,update,graphics,PT_FIGH;PT_SPRK;PT_STKM;PT_STKM2,14,PT_FIGH;PT_SPRK;PT_STKM;PT_STKM2,false,9,0,high,review,verified,B_rewrite_port
biological_mod,284a1585db023f62a7147892526899133dd6f41c,src/simulation/elements/PSCN.cpp,DEFAULT_PT_PSCN,,PSCN,PSCN,SC_ELEC,solid,PIXPACK(0x805050),TYPE_SOLID|PROP_CONDUCTS|PROP_LIFE_DEC,,,PT_LAVA,1,PT_LAVA,false,0,0,low,low,verified,B_rewrite_port
biological_mod,284a1585db023f62a7147892526899133dd6f41c,src/simulation/elements/PSNS.cpp,DEFAULT_PT_PSNS,,PSNS,PSNS,SC_SENSOR,solid,PIXPACK(0xDB2020),TYPE_SOLID,update,,PT_FILT;PT_INSL;PT_INWR;PT_NTCT;PT_PTCT;PT_SLTW;PT_SPRK;PT_WATR,9,PT_FILT;PT_INSL;PT_INWR;PT_NTCT;PT_PTCT;PT_SLTW;PT_SPRK;PT_WATR,false,0,0,medium,review,verified,B_rewrite_port
biological_mod,284a1585db023f62a7147892526899133dd6f41c,src/simulation/elements/PSTE.cpp,DEFAULT_PT_PSTE,,PSTE,PSTE,SC_LIQUID,liquid,PIXPACK(0xAA99AA),TYPE_LIQUID,,,PT_BRCK;PT_PSTS,2,PT_BRCK;PT_PSTS,false,0,0,low,low,verified,B_rewrite_port
biological_mod,284a1585db023f62a7147892526899133dd6f41c,src/simulation/elements/PSTN.cpp,DEFAULT_PT_PSTN,,PSTN,PSTN,SC_FORCE,solid,PIXPACK(0xAA9999),TYPE_SOLID,update,graphics,PT_FRME;PT_PSCN;PT_SPRK,6,PT_FRME;PT_PSCN;PT_SPRK,false,1,2,medium,review,verified,B_rewrite_port
biological_mod,284a1585db023f62a7147892526899133dd6f41c,src/simulation/elements/PSTS.cpp,DEFAULT_PT_PSTS,,PSTS,PSTS,SC_CRACKER,solid,PIXPACK(0x776677),TYPE_SOLID,,,PT_PSTE,1,PT_PSTE,false,0,0,low,low,verified,B_rewrite_port
biological_mod,284a1585db023f62a7147892526899133dd6f41c,src/simulation/elements/PTCT.cpp,DEFAULT_PT_PTCT,,PTCT,PTCT,SC_ELEC,solid,PIXPACK(0x405050),TYPE_SOLID|PROP_CONDUCTS|PROP_LIFE_DEC,update,,PT_LAVA,1,PT_LAVA,false,0,0,low,low,verified,B_rewrite_port
biological_mod,284a1585db023f62a7147892526899133dd6f41c,src/simulation/elements/PTNM.cpp,DEFAULT_PT_PTNM,,PTNM,PTNM,SC_SOLIDS,solid,PIXPACK(0xD5E0EB),TYPE_SOLID | PROP_CONDUCTS | PROP_LIFE_DEC | PROP_HOT_GLOW | PROP_SPARKSETTLE,update,graphics,PT_BREC;PT_CO2;PT_DESL;PT_DSTW;PT_ELEC;PT_EXOT;PT_GAS;PT_H2;PT_INSL;PT_ISOZ;PT_ISZS;PT_LAVA;PT_NBLE;PT_NEUT;PT_O2;PT_OIL;PT_PHOT;PT_PLUT;PT_SHLD1;PT_SHLD2;PT_SHLD3;PT_SHLD4;PT_SMKE;PT_SPRK;PT_WATR,41,PT_BREC;PT_CO2;PT_DESL;PT_DSTW;PT_ELEC;PT_EXOT;PT_GAS;PT_H2;PT_INSL;PT_ISOZ;PT_ISZS;PT_LAVA;PT_NBLE;PT_NEUT;PT_O2;PT_OIL;PT_PHOT;PT_PLUT;PT_SHLD1;PT_SHLD2;PT_SHLD3;PT_SHLD4;PT_SMKE;PT_SPRK;PT_WATR,false,3,0,medium,review,verified,B_rewrite_port
biological_mod,284a1585db023f62a7147892526899133dd6f41c,src/simulation/elements/PUMP.cpp,DEFAULT_PT_PUMP,,PUMP,PUMP,SC_POWERED,solid,PIXPACK(0x0A0A3B),TYPE_SOLID,update,graphics,PT_FILT,1,PT_FILT,false,0,0,medium,review,verified,B_rewrite_port
biological_mod,284a1585db023f62a7147892526899133dd6f41c,src/simulation/elements/PVOD.cpp,DEFAULT_PT_PVOD,,PVOD,PVOD,SC_POWERED,solid,PIXPACK(0x792020),TYPE_SOLID,update,graphics,PT_NSCN;PT_PSCN;PT_SPRK,3,PT_NSCN;PT_PSCN;PT_SPRK,false,0,0,medium,review,verified,B_rewrite_port
biological_mod,284a1585db023f62a7147892526899133dd6f41c,src/simulation/elements/QRTZ.cpp,DEFAULT_PT_QRTZ,,QRTZ,QRTZ,SC_SOLIDS,solid,PIXPACK(0xAADDDD),TYPE_SOLID|PROP_HOT_GLOW|PROP_LIFE_DEC,Element_QRTZ_update,Element_QRTZ_graphics,PT_LAVA;PT_PQRT;PT_SLTW,7,PT_LAVA;PT_PQRT;PT_SLTW,false,1,1,medium,review,verified,B_rewrite_port
biological_mod,284a1585db023f62a7147892526899133dd6f41c,src/simulation/elements/RADN.cpp,DEFAULT_PT_RADN,,RADN,RADN,SC_NUCLEAR,gas,PIXPACK(0x849e72),TYPE_GAS | PROP_NEUTPASS | PROP_RADIOACTIVE,update,,PT_LRAD;PT_NEUT;PT_PLUT;PT_PROT,7,PT_LRAD;PT_NEUT;PT_PLUT;PT_PROT,false,1,1,medium,review,verified,B_rewrite_port
biological_mod,284a1585db023f62a7147892526899133dd6f41c,src/simulation/elements/RBDM.cpp,DEFAULT_PT_RBDM,,RBDM,RBDM,SC_EXPLOSIVE,solid,PIXPACK(0xCCCCCC),TYPE_SOLID|PROP_CONDUCTS|PROP_LIFE_DEC,,,PT_LRBD,1,PT_LRBD,false,0,0,low,low,verified,B_rewrite_port
biological_mod,284a1585db023f62a7147892526899133dd6f41c,src/simulation/elements/RFGL.cpp,DEFAULT_PT_RFGL,,RFGL,RFGL,SC_LIQUID,liquid,PIXPACK(0x84C2CF),TYPE_LIQUID|PROP_DEADLY,Element_RFRG_update,,PT_RFRG,1,PT_RFRG,false,0,0,low,low,verified,B_rewrite_port
biological_mod,284a1585db023f62a7147892526899133dd6f41c,src/simulation/elements/RFLE.cpp,DEFAULT_PT_RFLE,,RFLE,RFLE,SC_BIOLOGICAL,powder,PIXPACK(0xc541919),TYPE_PART | PROP_NEUTPENETRATE | PROP_LIFE_DEC | PROP_LIFE_KILL_DEC,update,graphics,PT_FIRE,2,PT_FIRE,false,0,0,low,review,verified,B_rewrite_port
biological_mod,284a1585db023f62a7147892526899133dd6f41c,src/simulation/elements/RFRG.cpp,DEFAULT_PT_RFRG,,RFRG,RFRG,SC_GAS,gas,PIXPACK(0x72D2D4),TYPE_GAS|PROP_DEADLY,Element_RFRG_update,,PT_RFGL,1,PT_RFGL,false,0,0,low,review,verified,B_rewrite_port
biological_mod,284a1585db023f62a7147892526899133dd6f41c,src/simulation/elements/RIME.cpp,DEFAULT_PT_RIME,,RIME,RIME,SC_SOLIDS,solid,PIXPACK(0xCCCCCC),TYPE_SOLID,update,,PT_FOG;PT_SPRK;PT_WATR,5,PT_FOG;PT_SPRK;PT_WATR,false,0,0,medium,low,verified,B_rewrite_port
biological_mod,284a1585db023f62a7147892526899133dd6f41c,src/simulation/elements/ROCK.cpp,DEFAULT_PT_ROCK,,ROCK,ROCK,SC_SOLIDS,solid,PIXPACK(0x727272),TYPE_SOLID | PROP_HOT_GLOW,,graphics,PT_LAVA;PT_STNE,2,PT_LAVA;PT_STNE,false,0,0,low,review,verified,B_rewrite_port
biological_mod,284a1585db023f62a7147892526899133dd6f41c,src/simulation/elements/RPEL.cpp,DEFAULT_PT_RPEL,,RPEL,RPEL,SC_FORCE,solid,PIXPACK(0x99CC00),TYPE_SOLID,update,,,0,,false,0,0,medium,review,verified,B_rewrite_port
biological_mod,284a1585db023f62a7147892526899133dd6f41c,src/simulation/elements/SALT.cpp,DEFAULT_PT_SALT,,SALT,SALT,SC_POWDERS,powder,PIXPACK(0xFFFFFF),TYPE_PART,,,PT_LAVA,1,PT_LAVA,false,0,0,low,low,verified,B_rewrite_port
biological_mod,284a1585db023f62a7147892526899133dd6f41c,src/simulation/elements/SAND.cpp,DEFAULT_PT_SAND,,SAND,SAND,SC_POWDERS,powder,PIXPACK(0xFFD090),TYPE_PART,,,PT_LAVA,1,PT_LAVA,false,0,0,low,low,verified,B_rewrite_port
biological_mod,284a1585db023f62a7147892526899133dd6f41c,src/simulation/elements/SAWD.cpp,DEFAULT_PT_SAWD,,SAWD,SAWD,SC_POWDERS,powder,PIXPACK(0xF0F0A0),TYPE_PART | PROP_NEUTPASS,,,,0,,false,0,0,low,low,verified,B_rewrite_port
biological_mod,284a1585db023f62a7147892526899133dd6f41c,src/simulation/elements/SHLD1.cpp,DEFAULT_PT_SHLD1,,SHLD,SHLD1,SC_SOLIDS,solid,PIXPACK(0xAAAAAA),TYPE_SOLID|PROP_LIFE_DEC,update,,PT_NONE;PT_SHLD2;PT_SHLD3;PT_SPRK,7,PT_NONE;PT_SHLD2;PT_SHLD3;PT_SPRK,false,1,0,medium,low,verified,B_rewrite_port
biological_mod,284a1585db023f62a7147892526899133dd6f41c,src/simulation/elements/SHLD2.cpp,DEFAULT_PT_SHLD2,,SHD2,SHLD2,SC_CRACKER2,solid,PIXPACK(0x777777),TYPE_SOLID|PROP_LIFE_DEC,update,,PT_NONE;PT_SHLD1;PT_SHLD3;PT_SHLD4;PT_SPRK,9,PT_NONE;PT_SHLD1;PT_SHLD3;PT_SHLD4;PT_SPRK,false,2,0,medium,low,verified,B_rewrite_port
biological_mod,284a1585db023f62a7147892526899133dd6f41c,src/simulation/elements/SHLD3.cpp,DEFAULT_PT_SHLD3,,SHD3,SHLD3,SC_CRACKER2,solid,PIXPACK(0x444444),TYPE_SOLID|PROP_LIFE_DEC,update,,PT_NONE;PT_SHLD1;PT_SHLD2;PT_SHLD4;PT_SPRK,10,PT_NONE;PT_SHLD1;PT_SHLD2;PT_SHLD4;PT_SPRK,false,2,0,medium,low,verified,B_rewrite_port
biological_mod,284a1585db023f62a7147892526899133dd6f41c,src/simulation/elements/SHLD4.cpp,DEFAULT_PT_SHLD4,,SHD4,SHLD4,SC_CRACKER2,solid,PIXPACK(0x212121),TYPE_SOLID|PROP_LIFE_DEC,update,,PT_NONE;PT_SHLD1;PT_SHLD2;PT_SHLD3;PT_SPRK,9,PT_NONE;PT_SHLD1;PT_SHLD2;PT_SHLD3;PT_SPRK,false,2,0,medium,low,verified,B_rewrite_port
biological_mod,284a1585db023f62a7147892526899133dd6f41c,src/simulation/elements/SING.cpp,DEFAULT_PT_SING,,SING,SING,SC_NUCLEAR,powder,PIXPACK(0x242424),TYPE_PART|PROP_LIFE_DEC,update,,PT_DMND;PT_ELEC;PT_NEUT;PT_PHOT,10,PT_DMND;PT_ELEC;PT_NEUT;PT_PHOT,false,4,2,medium,review,verified,B_rewrite_port
biological_mod,284a1585db023f62a7147892526899133dd6f41c,src/simulation/elements/SKIN.cpp,DEFAULT_PT_SKIN,,SKIN,SKIN,SC_BIOLOGICAL,solid,PIXPACK(0xffd387),TYPE_SOLID | PROP_LIFE_DEC | PROP_LIFE_KILL_DEC,update,graphics,PT_BLD;PT_FIRE;PT_NONE,5,PT_BLD;PT_FIRE;PT_NONE,false,0,0,medium,review,verified,B_rewrite_port
biological_mod,284a1585db023f62a7147892526899133dd6f41c,src/simulation/elements/SLCN.cpp,DEFAULT_PT_SLCN,,SLCN,SLCN,SC_POWDERS,powder,PIXPACK(0xBCCDDF),TYPE_PART | PROP_CONDUCTS | PROP_HOT_GLOW | PROP_LIFE_DEC,update,graphics,PT_LAVA;PT_SPRK,3,PT_LAVA;PT_SPRK,false,0,0,medium,review,verified,B_rewrite_port
biological_mod,284a1585db023f62a7147892526899133dd6f41c,src/simulation/elements/SLTW.cpp,DEFAULT_PT_SLTW,,SLTW,SLTW,SC_LIQUID,liquid,PIXPACK(0x4050F0),TYPE_LIQUID|PROP_CONDUCTS|PROP_LIFE_DEC|PROP_NEUTPENETRATE,update,,PT_FIRE;PT_ICEI;PT_LRBD;PT_NONE;PT_PLNT;PT_RBDM;PT_SALT;PT_WATR,13,PT_FIRE;PT_ICEI;PT_LRBD;PT_NONE;PT_PLNT;PT_RBDM;PT_SALT;PT_WATR,false,0,3,medium,review,verified,B_rewrite_port
biological_mod,284a1585db023f62a7147892526899133dd6f41c,src/simulation/elements/SMKE.cpp,DEFAULT_PT_SMKE,,SMKE,SMKE,SC_GAS,gas,PIXPACK(0x222222),TYPE_GAS|PROP_LIFE_DEC|PROP_LIFE_KILL_DEC,,graphics,PT_FIRE,1,PT_FIRE,false,0,0,low,low,verified,B_rewrite_port
biological_mod,284a1585db023f62a7147892526899133dd6f41c,src/simulation/elements/SNOW.cpp,DEFAULT_PT_SNOW,,SNOW,SNOW,SC_POWDERS,powder,PIXPACK(0xC0E0FF),TYPE_PART|PROP_NEUTPASS,update,,PT_FRZW;PT_SALT;PT_SLTW,5,PT_FRZW;PT_SALT;PT_SLTW,false,0,0,medium,review,verified,B_rewrite_port
biological_mod,284a1585db023f62a7147892526899133dd6f41c,src/simulation/elements/SOAP.cpp,DEFAULT_PT_SOAP,,SOAP,SOAP,SC_LIQUID,liquid,PIXPACK(0xF5F5DC),TYPE_LIQUID|PROP_NEUTPENETRATE|PROP_LIFE_DEC,update,graphics,PT_GLAS;PT_OIL,5,PT_GLAS;PT_OIL,false,0,0,medium,review,verified,B_rewrite_port
biological_mod,284a1585db023f62a7147892526899133dd6f41c,src/simulation/elements/SODI.cpp,DEFAULT_PT_SODI,,SODI,SODI,SC_EXPLOSIVE,powder,PIXPACK(0x858383),TYPE_PART | PROP_LIFE_DEC,update,graphics,PT_CBNW;PT_CO2;PT_DSTW;PT_FIRE;PT_GLAS;PT_H2;PT_LAVA;PT_NSCN;PT_O2;PT_PLSM;PT_PSCN;PT_SLTW;PT_SPRK;PT_WATR;PT_WTRV,24,PT_CBNW;PT_CO2;PT_DSTW;PT_FIRE;PT_GLAS;PT_H2;PT_LAVA;PT_NSCN;PT_O2;PT_PLSM;PT_PSCN;PT_SLTW;PT_SPRK;PT_WATR;PT_WTRV,false,1,1,medium,review,verified,B_rewrite_port
biological_mod,284a1585db023f62a7147892526899133dd6f41c,src/simulation/elements/SPAWN.cpp,DEFAULT_PT_SPAWN,,SPWN,SPAWN,SC_SOLIDS,solid,PIXPACK(0xAAAAAA),TYPE_SOLID,,,,0,,false,0,0,low,low,verified,B_rewrite_port
biological_mod,284a1585db023f62a7147892526899133dd6f41c,src/simulation/elements/SPAWN2.cpp,DEFAULT_PT_SPAWN2,,SPWN2,SPAWN2,SC_SOLIDS,solid,PIXPACK(0xAAAAAA),TYPE_SOLID,,,,0,,false,0,0,low,low,verified,B_rewrite_port
biological_mod,284a1585db023f62a7147892526899133dd6f41c,src/simulation/elements/SPNG.cpp,DEFAULT_PT_SPNG,,SPNG,SPNG,SC_SOLIDS,solid,PIXPACK(0xFFBE30),TYPE_SOLID,update,graphics,PT_CBNW;PT_CLST;PT_CO2;PT_DSTW;PT_FIRE;PT_FRZW;PT_PSTE;PT_SALT;PT_SLTW;PT_WATR;PT_WTRV,18,PT_CBNW;PT_CLST;PT_CO2;PT_DSTW;PT_FIRE;PT_FRZW;PT_PSTE;PT_SALT;PT_SLTW;PT_WATR;PT_WTRV,false,3,2,medium,review,verified,B_rewrite_port
biological_mod,284a1585db023f62a7147892526899133dd6f41c,src/simulation/elements/SPRK.cpp,DEFAULT_PT_SPRK,,SPRK,SPRK,SC_ELEC,solid,PIXPACK(0xFFFF80),TYPE_SOLID|PROP_LIFE_DEC,update,graphics,PT_BMTL;PT_BRMT;PT_DSTW;PT_EMP;PT_ETRD;PT_GPMP;PT_H2;PT_HSWC;PT_INSL;PT_INST;PT_INWR;PT_IRON;PT_LCRY;PT_LIGH;PT_LRBD;PT_METL;PT_NBLE;PT_NONE;PT_NSCN;PT_NTCT;PT_NUM;PT_O2;PT_PBCN;PT_PLSM;PT_PPIP;PT_PSCN;PT_PTCT;PT_PUMP;PT_QRTZ;PT_RBDM;PT_SLTW;PT_SWCH;PT_TESC;PT_TUNG;PT_WATR,48,PT_BMTL;PT_BRMT;PT_DSTW;PT_EMP;PT_ETRD;PT_GPMP;PT_H2;PT_HSWC;PT_INSL;PT_INST;PT_INWR;PT_IRON;PT_LCRY;PT_LIGH;PT_LRBD;PT_METL;PT_NBLE;PT_NONE;PT_NSCN;PT_NTCT;PT_NUM;PT_O2;PT_PBCN;PT_PLSM;PT_PPIP;PT_PSCN;PT_PTCT;PT_PUMP;PT_QRTZ;PT_RBDM;PT_SLTW;PT_SWCH;PT_TESC;PT_TUNG;PT_WATR,false,1,1,medium,review,verified,B_rewrite_port
biological_mod,284a1585db023f62a7147892526899133dd6f41c,src/simulation/elements/STKM.cpp,DEFAULT_PT_STKM,,STKM,STKM,SC_SPECIAL,unknown,PIXPACK(0xFFE0A0),PROP_NOCTYPEDRAW,update,Element_STKM_graphics,PT_ACID;PT_BHOL;PT_FIGH;PT_FIRE;PT_HSWC;PT_LIGH;PT_LOLZ;PT_LOVE;PT_NBHL;PT_NEUT;PT_PHOT;PT_PLNT;PT_PLSM;PT_PRTI;PT_PVOD;PT_SPAWN;PT_SPRK;PT_TESC;PT_VOID,36,PT_ACID;PT_BHOL;PT_FIGH;PT_FIRE;PT_HSWC;PT_LIGH;PT_LOLZ;PT_LOVE;PT_NBHL;PT_NEUT;PT_PHOT;PT_PLNT;PT_PLSM;PT_PRTI;PT_PVOD;PT_SPAWN;PT_SPRK;PT_TESC;PT_VOID,false,10,7,high,review,verified,B_rewrite_port
biological_mod,284a1585db023f62a7147892526899133dd6f41c,src/simulation/elements/STKM2.cpp,DEFAULT_PT_STKM2,,STK2,STKM2,SC_SPECIAL,unknown,PIXPACK(0x6464FF),PROP_NOCTYPEDRAW,update,Element_STKM_graphics,PT_FIRE;PT_SPAWN2,3,PT_FIRE;PT_SPAWN2,false,1,0,medium,low,verified,B_rewrite_port
biological_mod,284a1585db023f62a7147892526899133dd6f41c,src/simulation/elements/STNE.cpp,DEFAULT_PT_STNE,,STNE,STNE,SC_POWDERS,powder,PIXPACK(0xA0A0A0),TYPE_PART,,,PT_LAVA,1,PT_LAVA,false,0,0,low,low,verified,B_rewrite_port
biological_mod,284a1585db023f62a7147892526899133dd6f41c,src/simulation/elements/STOR.cpp,DEFAULT_PT_STOR,,STOR,STOR,SC_POWERED,solid,PIXPACK(0x50DFDF),TYPE_SOLID | PROP_NOCTYPEDRAW,update,graphics,PT_PSCN;PT_SOAP;PT_SPRK,5,PT_PSCN;PT_SOAP;PT_SPRK,false,1,1,medium,review,verified,B_rewrite_port
biological_mod,284a1585db023f62a7147892526899133dd6f41c,src/simulation/elements/SWCH.cpp,DEFAULT_PT_SWCH,,SWCH,SWCH,SC_ELEC,solid,PIXPACK(0x103B11),TYPE_SOLID,update,graphics,PT_BRAY;PT_INSL;PT_NSCN;PT_PSCN;PT_SPRK,6,PT_BRAY;PT_INSL;PT_NSCN;PT_PSCN;PT_SPRK,false,0,0,medium,review,verified,B_rewrite_port
biological_mod,284a1585db023f62a7147892526899133dd6f41c,src/simulation/elements/TESC.cpp,DEFAULT_PT_TESC,,TESC,TESC,SC_ELEC,solid,PIXPACK(0x707040),TYPE_SOLID|PROP_CONDUCTS|PROP_LIFE_DEC|PROP_HOT_GLOW,,,,0,,false,0,0,low,review,verified,B_rewrite_port
biological_mod,284a1585db023f62a7147892526899133dd6f41c,src/simulation/elements/THDR.cpp,DEFAULT_PT_THDR,,THDR,THDR,SC_EXPLOSIVE,powder,PIXPACK(0xFFFFA0),TYPE_PART,update,graphics,PT_CLNE;PT_DMND;PT_FIRE;PT_SLTW;PT_SPRK;PT_WATR,9,PT_CLNE;PT_DMND;PT_FIRE;PT_SLTW;PT_SPRK;PT_WATR,false,0,1,medium,review,verified,B_rewrite_port
biological_mod,284a1585db023f62a7147892526899133dd6f41c,src/simulation/elements/THRM.cpp,DEFAULT_PT_THRM,,THRM,THRM,SC_EXPLOSIVE,powder,PIXPACK(0xA08090),TYPE_PART,,,,0,,false,0,0,low,low,verified,B_rewrite_port
biological_mod,284a1585db023f62a7147892526899133dd6f41c,src/simulation/elements/TRON.cpp,DEFAULT_PT_TRON,,TRON,TRON,SC_SPECIAL,solid,PIXPACK(0xA9FF00),TYPE_SOLID|PROP_LIFE_DEC|PROP_LIFE_KILL,update,graphics,PT_INVIS;PT_SWCH,3,PT_INVIS;PT_SWCH,false,1,0,medium,review,verified,B_rewrite_port
